registro_id,cedula,funcionario,anio,tipo_presentacion,institucion,cargo,activos_gs,pasivos_gs,patrimonio_neto_gs,ingreso_mensual_gs,ingreso_anual_gs,egreso_mensual_gs,egreso_anual_gs,fuente
REG-100103,4075117,FUNCIONARIO_104,2019,,Instituto de Previsión Social,Administrativo/a,"5.499.648,04","1.791.735,91","3.707.912,13","3.522.755,18","0,00","1.242.637,53","732.278,55",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100104,3360731,FUNCIONARIO_105,2024,ASUNCION AL CARGO,Universidad Nacional de Asunción,Docente,"17.283.620,67","0,00","17.283.620,67","6.262.231,50","0,00","4.454.026,22",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100105,1772800,FUNCIONARIO_106,2023,ASUNCION AL CARGO,Ministerio de Educación y Ciencias,Técnico/a,"11.019.384,83","2.553.060,45","8.466.324,38","4.423.111,76","4.423.111,76","1.676.185,79","1.637.408,34",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100106,1227286,FUNCIONARIO_107,2024,RENOVACION DE CONTRATO,Municipalidad de Asunción,Fiscalizador/a,"6.674.928,96","5.378.042,80","1.296.886,16","7.243.492,47","0,00","5.085.495,45","1.368.149,50",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100107,4486669,FUNCIONARIO_108,2021,RENOVACION DE CONTRATO,Ministerio de Educación y Ciencias,Técnico/a,"1.095.012,65","335.177,59","759.835,06","5.826.295,61","5.826.295,61","2.592.299,15","555.301,76",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100108,2840634,FUNCIONARIO_109,2019,OTRO,MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,Administrativo/a,"4.928.981,43","621.488,53","4.307.492,90","2.113.838,83","2.113.838,83","1.141.871,36",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100109,1986420,FUNCIONARIO_110,2024,ASUNCION AL CARGO,Municipalidad de Asunción,Chofer,"29.452.982,80","9.611.072,30","19.841.910,50","6.942.819,95","6.942.819,95","2.983.857,19","3.664.022,84",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100110,4698557,FUNCIONARIO_111,2021,ASUNCION AL CARGO,Municipalidad de Asunción,Administrativo/a,"10.239.483,24","0,00","10.239.483,24","9.127.651,58","0,00","3.199.512,87","3.460.110,12",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100111,4772487,FUNCIONARIO_112,2023,RENOVACION DE CONTRATO,Instituto de Previsión Social,Auxiliar,"3.304.912,09","2.167.883,08","1.137.029,01","4.454.846,95","4.454.846,95","2.153.720,89","1.338.107,20",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100112,2088075,FUNCIONARIO_113,2020,CESE,Ministerio de Educación y Ciencias,Docente,"42.716.365,05","3.698.570,80","39.017.794,25","4.183.196,10","4.183.196,10","2.811.691,35","544.891,16",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100113,2947763,FUNCIONARIO_114,2022,RENOVACION DE CONTRATO,Gobernación de Central,Administrativo/a,"121.500.885,96","28.268.551,34","93.232.334,62","8.454.485,79","0,00","4.233.749,30","577.117,66",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100114,3746590,FUNCIONARIO_115,2024,OTRO,municipalidad de asunción,Chofer,"22.579.056,00","0,00","22.579.056,00","13.290.151,72","13.290.151,72","8.050.561,96","5.171.630,23",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100115,4081091,FUNCIONARIO_116,2023,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Chofer,"48.980.470,91","9.696.190,29","39.284.280,62","5.077.991,01","0,00","3.731.161,35",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100116,4832978,FUNCIONARIO_117,2019,CESE,Poder Judicial,Secretario/a,"77.262.653,60","12.366.628,01","64.896.025,59","11.778.481,04","0,00","7.241.045,83",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100117,2390281,FUNCIONARIO_118,2020,OTRO,Universidad Nacional de Asunción,Médico/a,"15.181.234,08","0,00","15.181.234,08","4.791.145,02","4.791.145,02","3.685.162,18","1.953.249,82",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100118,4958123,FUNCIONARIO_119,2019,OTRO,Ministerio de Educación y Ciencias,Docente,"1.525.101,99","164.401,60","1.360.700,39","4.086.364,41","0,00","2.917.196,20","1.617.467,42",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100119,4532549,FUNCIONARIO_120,2024,ASUNCION AL CARGO,Instituto de Previsión Social,Auxiliar,"6.688.562,34","1.622.661,61","5.065.900,73","4.235.654,80","4.235.654,80","2.571.131,98",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100120,4026217,FUNCIONARIO_121,2020,CESE,Instituto de Previsión Social,Enfermero/a,"2.674.042,63","51.323,88","2.622.718,75","5.354.021,53","0,00","3.259.516,61",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100121,2960826,FUNCIONARIO_122,2020,OTRO,Ministerio de Educación y Ciencias,Supervisor/a,"8.294.225,89","1.062.947,63","7.231.278,26","4.050.869,68","0,00","2.450.650,04","566.871,13",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100122,4853321,FUNCIONARIO_123,2019,ASUNCION AL CARGO,Universidad Nacional de Asunción,Administrativo/a,"3.755.698,29","72.775,61","3.682.922,68","4.929.253,93","0,00","2.222.649,08",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100123,1317348,FUNCIONARIO_124,2024,RENOVACION DE CONTRATO,ESSAP,Técnico/a,"676.779,72","338.332,21","338.447,51","3.894.982,70","0,00","1.643.979,74","273.308,15",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100124,3843940,FUNCIONARIO_125,2018,ASUNCION AL CARGO,Ministerio de Educación y Ciencias,Administrativo/a,"9.930.145,84","617.427,01","9.312.718,83","3.696.536,57","0,00","2.862.146,87","434.838,18",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100125,3748385,FUNCIONARIO_126,2021,OTRO,Ministerio de Salud Pública y Bienestar Social,Médico/a,"2.841.939,32","0,00","2.841.939,32","5.298.389,40","5.298.389,40","4.053.273,40","279.315,14",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100126,2170439,FUNCIONARIO_127,2020,CESE,Ministerio de Educación y Ciencias,Administrativo/a,"9.926.307,46","0,00","9.926.307,46","2.383.709,76","0,00","1.797.609,19","1.080.045,55",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100127,3833552,FUNCIONARIO_128,2023,ASUNCION AL CARGO,Universidad Nacional de Asunción,Docente,"61.023.310,54","10.016.730,46","51.006.580,08","4.539.395,80","4.539.395,80","2.559.243,94",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100128,4617860,FUNCIONARIO_129,2023,ACTUALIZACION,Instituto de Previsión Social,Auxiliar,"7.679.633,28","986.300,21","6.693.333,07","5.046.988,40","5.046.988,40","3.560.855,83",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100129,3575518,FUNCIONARIO_130,2023,OTRO,ESSAP,Seguridad,"14.128.752,90","6.191.552,35","7.937.200,55","1.926.946,80","1.926.946,80","749.403,35",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100130,1394583,FUNCIONARIO_131,2018,ACTUALIZACION,Instituto de Previsión Social,Administrativo/a,"9.275.280,09","273.900,94","9.001.379,15","5.558.557,62","5.558.557,62","2.986.617,59","2.778.216,12",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100131,4285727,FUNCIONARIO_132,2018,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Chofer,"2.105.678,42","1.391.800,05","713.878,37","7.008.573,14","0,00","4.250.620,80",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100132,3263855,FUNCIONARIO_133,2021,OTRO,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"4.386.218,99","1.458.231,96","2.927.987,03","3.508.556,20","0,00","2.530.488,16",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100133,1850538,FUNCIONARIO_134,2023,ACTUALIZACION,Ministerio de Economía y Finanzas,Administrativo/a,"5.523.312,52","2.263.226,55","3.260.085,97","9.738.357,71","9.738.357,71","5.591.089,90","4.891.736,59",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100134,2252078,FUNCIONARIO_135,2021,ACTUALIZACION,Gobernación de Central,Director/a,"16.280.690,97","2.306.246,67","13.974.444,30","6.504.736,05","0,00","3.136.158,87",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100135,1175211,FUNCIONARIO_136,2020,RENOVACION DE CONTRATO,Poder Judicial,Auxiliar jurisdiccional,"53.230.195,16","17.052.822,19","36.177.372,97","16.876.173,36","0,00","6.800.857,23",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100136,2811840,FUNCIONARIO_137,2024,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"2.107.318,00","210.630,34","1.896.687,66","5.662.278,28","0,00","3.944.211,66",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100137,3652841,FUNCIONARIO_138,2020,ASUNCION AL CARGO,Ministerio de Obras Públicas y Comunicaciones,Técnico/a,"1.026.004,77","112.304,05","913.700,72","6.801.366,25","0,00","3.435.588,98",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100138,4489443,FUNCIONARIO_139,2023,ASUNCION AL CARGO,Municipalidad de Asunción,Director/a,"25.438.979,84","11.689.064,59","13.749.915,25","5.998.911,73","5.998.911,73","2.346.055,51",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100139,1564678,FUNCIONARIO_140,2021,OTRO,Instituto de Previsión Social,Técnico/a,"2.104.962,89","393.392,97","1.711.569,92","4.470.988,48","0,00","2.165.196,30","789.734,80",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100140,2995451,FUNCIONARIO_141,2019,ACTUALIZACION,ESSAP,Administrativo/a,"7.188.620,69","3.131.596,15","4.057.024,54","2.278.618,28","2.278.618,28","1.475.969,40","1.356.212,63",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100141,4200352,FUNCIONARIO_142,2020,ACTUALIZACION,Ministerio de Obras Públicas y Comunicaciones,Administrativo/a,"14.769.225,81","6.234.798,87","8.534.426,94","4.702.529,24","0,00","2.457.122,33",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100142,3090545,FUNCIONARIO_143,2021,CESE,Ministerio de Obras Públicas y Comunicaciones,Fiscal de obra,"5.224.230,68","0,00","5.224.230,68","6.422.639,42","0,00","4.678.468,97",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100143,4127748,FUNCIONARIO_144,2024,ASUNCION AL CARGO,Universidad Nacional de Asunción,Docente,"3.010.003,15","1.701.542,96","1.308.460,19","5.551.526,51","0,00","2.154.935,93",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100144,3268115,FUNCIONARIO_145,2023,RENOVACION DE CONTRATO,Ministerio de Educación y Ciencias,Técnico/a,"2.389.504,15","1.077.880,50","1.311.623,65","4.833.577,05","0,00","3.073.729,85",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100145,1010699,FUNCIONARIO_146,2019,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Chofer,"4.855.656,44","319.685,50","4.535.970,94","1.903.218,00","1.903.218,00","1.373.771,42","732.106,16",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100146,4923350,FUNCIONARIO_147,2018,RENOVACION DE CONTRATO,instituto de previsión social,Auxiliar,"16.920.137,72","3.275.817,78","13.644.319,94","5.751.698,06","0,00","2.994.920,99",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100147,2093609,FUNCIONARIO_148,2018,OTRO,Min. de Salud Pública y Bienestar Social,Lic. en Enfermería,"4.706.450,05","1.472.328,57","3.234.121,48","6.191.476,88","0,00","3.838.830,35","2.605.788,88",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100148,1104211,FUNCIONARIO_149,2020,RENOVACION DE CONTRATO,Poder Judicial,Actuario/a,"27.589.356,93","0,00","27.589.356,93","10.748.698,48","10.748.698,48","5.361.696,76",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100149,1023429,FUNCIONARIO_150,2023,ASUNCION AL CARGO,ministerio de economía y finanzas,Técnico/a,"20.299.523,06","160.266,86","20.139.256,20","26.095.964,14","26.095.964,14","12.696.691,84","14.980.091,77",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100150,1864645,FUNCIONARIO_151,2021,RENOVACION DE CONTRATO,Ministerio de Salud Pública y Bienestar Social,Chofer,"2.965.745,03","903.776,40","2.061.968,63","4.927.562,13","0,00","1.948.534,54",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100151,3790358,FUNCIONARIO_152,2023,CESE,Ministerio de Economía y Finanzas,Administrativo/a,"63.231.848,12","48.099.909,76","15.131.938,36","5.093.888,58","5.093.888,58","3.139.791,59","1.087.775,85",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100152,3120464,FUNCIONARIO_153,2019,RENOVACION DE CONTRATO,Ministerio de Salud Pública y Bienestar Social,Lic. en Enfermería,"5.304.260,61","0,00","5.304.260,61","4.631.980,50","0,00","3.606.365,74",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100153,4095010,FUNCIONARIO_154,2024,ASUNCION AL CARGO,Universidad Nacional de Asunción,Médico/a,"4.461.801,76","2.043.223,60","2.418.578,16","4.371.559,41","0,00","2.759.558,21",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100154,3251401,FUNCIONARIO_155,2019,ASUNCION AL CARGO,Ministerio de Obras Públicas y Comunicaciones,Técnico/a,"1.649.718,48","392.822,07","1.256.896,41","4.034.210,12","0,00","1.445.266,58","778.188,10",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100155,1971248,FUNCIONARIO_156,2022,ASUNCION AL CARGO,Universidad Nacional de Asunción,Docente,"16.064.691,94","0,00","16.064.691,94","3.970.077,41","0,00","1.462.307,66","1.009.490,29",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100156,4594260,FUNCIONARIO_157,2024,RENOVACION DE CONTRATO,Poder Judicial,Juez/a de Paz,"157.007.078,48","7.848.111,63","149.158.966,85","4.511.557,58","0,00","2.344.317,20","1.365.629,18",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100157,4889877,FUNCIONARIO_158,2021,ACTUALIZACION,ESSAP,Técnico/a,"2.648.692,52","569.587,45","2.079.105,07","4.326.423,91","4.326.423,91","2.435.968,78","1.135.651,24",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100158,4468792,FUNCIONARIO_159,2018,ACTUALIZACION,Universidad Nacional de Asunción,Docente,"42.894.163,77","13.250.698,95","29.643.464,82","7.504.681,59","7.504.681,59","2.761.117,55",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100159,1201139,FUNCIONARIO_160,2021,RENOVACION DE CONTRATO,Ministerio de Salud Pública y Bienestar Social,,"27.308.385,10","5.049.797,17","22.258.587,93","6.721.306,83","0,00","5.218.308,46",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100160,1371931,FUNCIONARIO_161,2018,RENOVACION DE CONTRATO,Ministerio de Salud Pública y Bienestar Social,Chofer,"25.463.763,03","4.388.761,13","21.075.001,90","6.547.608,68","0,00","2.350.632,99","623.295,79",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100161,4020634,FUNCIONARIO_162,2020,ACTUALIZACION,Ministerio de Educación y Ciencias,Administrativo/a,"7.671.356,46","1.032.079,66","6.639.276,80","4.404.645,82","4.404.645,82","2.151.901,46","523.617,53",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100162,1415384,FUNCIONARIO_163,2023,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Lic. en Enfermería,"10.464.973,47","0,00","10.464.973,47","5.587.800,21","0,00","4.185.686,84","969.698,95",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100163,1978836,FUNCIONARIO_164,2019,ACTUALIZACION,Poder Judicial,Auxiliar jurisdiccional,"2.377.903,46","163.088,61","2.214.814,85","12.408.571,88","0,00","4.410.842,82",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100164,4815659,FUNCIONARIO_165,2020,ASUNCION AL CARGO,Gobernación de Central,Director/a,"6.139.957,59","1.001.185,38","5.138.772,21","8.686.528,04","8.686.528,04","5.940.476,79",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100165,2228337,FUNCIONARIO_166,2018,ASUNCION AL CARGO,Ministerio de Salud Pública y Bienestar Social,Chofer,"5.556.532,59","0,00","5.556.532,59","5.273.621,88","5.273.621,88","2.054.099,36",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100166,2185574,FUNCIONARIO_167,2023,CESE,Municipalidad de Asunción,Director/a,"2.699.240,68","630.533,48","2.068.707,20","6.555.471,51","0,00","3.887.128,82","2.811.555,96",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100167,4909439,FUNCIONARIO_168,2022,ASUNCION AL CARGO,Universidad Nacional de Asunción,Administrativo/a,"11.048.020,42","613.488,34","10.434.532,08","7.043.006,49","7.043.006,49","3.306.676,77","1.103.460,42",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100168,2067609,FUNCIONARIO_169,2018,ASUNCION AL CARGO,Instituto de Previsión Social,Administrativo/a,"11.709.267,02","5.551.518,48","6.157.748,54","4.019.776,48","4.019.776,48","2.364.904,45","212.550,86",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100169,3621038,FUNCIONARIO_170,2024,RENOVACION DE CONTRATO,Ministerio de Obras Públicas y Comunicaciones,Ingeniero/a,"13.762.097,87","3.348.947,87","10.413.150,00","6.524.986,02","0,00","2.633.660,82",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100170,2082424,FUNCIONARIO_171,2023,ACTUALIZACION,Municipalidad de Asunción,Fiscalizador/a,"8.046.767,55","1.412.763,40","6.634.004,15","9.643.074,21","0,00","5.944.216,74","2.367.578,72",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100171,2157655,FUNCIONARIO_172,2019,RENOVACION DE CONTRATO,Poder Judicial,Juez/a de Paz,"3.797.917,08","0,00","3.797.917,08","5.955.239,16","5.955.239,16","2.219.551,60",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100172,3272158,FUNCIONARIO_173,2022,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Administrativo/a,"14.468.422,14","0,00","14.468.422,14","7.077.056,29","0,00","4.865.516,54","3.108.416,61",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100173,2291210,FUNCIONARIO_174,2022,RENOVACION DE CONTRATO,ESSAP,Seguridad,"20.313.903,52","1.860.282,18","18.453.621,34","4.091.350,60","0,00","2.841.802,10",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100174,1504409,FUNCIONARIO_175,2020,ACTUALIZACION,Gobernación de Central,Director/a,"31.644.063,27","14.534.804,67","17.109.258,60","5.222.032,36","5.222.032,36","3.505.573,42","2.386.429,69",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100175,2071860,FUNCIONARIO_176,2018,ACTUALIZACION,ESSAP,Administrativo/a,"7.794.297,97","509.106,64","7.285.191,33","2.596.250,02","0,00","1.487.064,17","556.373,95",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100176,1830051,FUNCIONARIO_177,2021,OTRO,Ministerio de Salud Pública y Bienestar Social,Lic. en Enfermería,"2.178.289,17","45.158,54","2.133.130,63","4.601.544,97","4.601.544,97","3.154.320,50",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100177,4801250,FUNCIONARIO_178,2020,ASUNCION AL CARGO,ESSAP,Operador/a,"123.292.183,11","783.861,79","122.508.321,32","5.599.395,26","0,00","2.097.161,27","1.149.012,10",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100178,3400081,FUNCIONARIO_179,2019,ASUNCION AL CARGO,Ministerio de Educación y Ciencias,Docente,"14.557.257,48","2.698.494,59","11.858.762,89","3.525.637,12","0,00","2.527.277,30","266.451,16",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100179,2684351,FUNCIONARIO_180,2021,RENOVACION DE CONTRATO,Poder Judicial,Secretario/a,"1.770.907,30","624.883,02","1.146.024,28","4.577.747,54","0,00","2.426.577,58",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100180,3365600,FUNCIONARIO_181,2021,RENOVACION DE CONTRATO,Instituto de Previsión Social,Técnico/a,"5.855.145,40","2.311.109,58","3.544.035,82","4.917.372,94","4.917.372,94","3.766.526,50","740.844,00",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100181,4452501,FUNCIONARIO_182,2024,ASUNCION AL CARGO,Ministerio de Salud Pública y Bienestar Social,Administrativo/a,"4.653.439,18","0,00","4.653.439,18","4.842.794,04","4.842.794,04","3.200.167,46","422.376,87",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100182,1864690,FUNCIONARIO_183,2019,ASUNCION AL CARGO,ESSAP,Técnico/a,"14.084.426,91","5.316.772,41","8.767.654,50","6.434.586,98","0,00","2.522.048,46","3.372.320,70",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100183,4471750,FUNCIONARIO_184,2020,ASUNCION AL CARGO,Ministerio de Economía y Finanzas,Técnico/a,"140.874.190,71","0,00","140.874.190,71","11.146.950,33","11.146.950,33","4.866.607,21",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100184,3628263,FUNCIONARIO_185,2022,OTRO,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"23.226.701,43","6.397.453,76","16.829.247,67","5.697.815,68","0,00","2.620.209,70","3.251.463,50",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100185,3617650,FUNCIONARIO_186,2022,ACTUALIZACION,Ministerio de Educación y Ciencias,Técnico/a,"5.550.690,15","288.752,25","5.261.937,90","5.238.537,10","0,00","3.580.608,71",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100186,3831569,FUNCIONARIO_187,2023,CESE,Ministerio de Economía y Finanzas,Analista,"10.783.768,46","2.602.741,48","8.181.026,98","8.097.419,39","8.097.419,39","3.515.993,02","4.399.545,46",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100187,3710527,FUNCIONARIO_188,2018,ASUNCION AL CARGO,Poder Judicial,Juez/a de Paz,"8.579.499,84","587.249,64","7.992.250,20","11.357.251,89","11.357.251,89","4.662.219,56","1.829.751,15",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100188,2421174,FUNCIONARIO_189,2022,ASUNCION AL CARGO,Municipalidad de Asunción,Administrativo/a,"5.421.356,83","433.345,80","4.988.011,03","8.968.062,23","0,00","5.991.419,27",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100189,3592536,FUNCIONARIO_190,2021,CESE,Instituto de Previsión Social,Técnico/a,"10.218.236,06","0,00","10.218.236,06","4.692.961,97","0,00","2.772.108,91","1.595.934,60",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100190,4888577,FUNCIONARIO_191,2018,ACTUALIZACION,Universidad Nacional de Asunción,Administrativo/a,"15.735.440,79","4.376.745,20","11.358.695,59","4.726.761,37","0,00","3.198.223,34","2.805.030,65",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100191,3646996,FUNCIONARIO_192,2022,ACTUALIZACION,Ministerio de Educación y Ciencias,Técnico/a,"22.147.605,49","0,00","22.147.605,49","4.005.490,75","4.005.490,75","2.824.554,44","421.980,91",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100192,3531086,FUNCIONARIO_193,2018,ASUNCION AL CARGO,Gobernación de Central,Técnico/a,"9.290.519,69","637.428,64","8.653.091,05","8.679.900,31","8.679.900,31","6.046.976,06",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100193,1754105,FUNCIONARIO_194,2020,ACTUALIZACION,Poder Judicial,Actuario/a,"26.924.641,80","0,00","26.924.641,80","8.630.534,60","0,00","4.283.881,84",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100194,3238673,FUNCIONARIO_195,2020,OTRO,Ministerio de Economía y Finanzas,Técnico/a,"20.413.954,83","12.681.230,84","7.732.723,99","4.349.933,27","4.349.933,27","2.766.311,82",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100195,3381306,FUNCIONARIO_196,2023,CESE,Ministerio de Educación y Ciencias,Docente,"8.481.923,19","0,00","8.481.923,19","5.210.486,50","0,00","3.621.352,52",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100196,4849542,FUNCIONARIO_197,2021,OTRO,Gobernación de Central,Administrativo/a,"215.431.886,49","2.577.715,85","212.854.170,64","5.950.756,76","5.950.756,76","4.012.021,74","2.931.930,28",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100197,1966920,FUNCIONARIO_198,2021,ACTUALIZACION,Universidad Nacional de Asunción,Docente,"70.391.801,33","0,00","70.391.801,33","7.044.948,33","0,00","2.672.759,01","1.372.522,77",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100198,4012359,FUNCIONARIO_199,2022,ACTUALIZACION,Ministerio de Educación y Ciencias,Supervisor/a,"4.430.797,93","2.801.194,89","1.629.603,04","4.177.162,54","0,00","3.083.768,73",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100199,1460244,FUNCIONARIO_200,2019,ASUNCION AL CARGO,Municipalidad de Asunción,Chofer,"26.556.912,40","3.752.634,22","22.804.278,18","5.850.073,69","0,00","4.032.684,90",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100200,1312023,FUNCIONARIO_201,2020,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"8.293.772,51","1.469.659,66","6.824.112,85","4.369.966,52","4.369.966,52","3.087.789,17",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100201,4076600,FUNCIONARIO_202,2019,CESE,Instituto de Previsión Social,Técnico/a,"8.271.787,71","0,00","8.271.787,71","4.103.925,40","0,00","3.109.489,19","1.210.187,53",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100202,2846198,FUNCIONARIO_203,2022,ACTUALIZACION,Gobernación de Central,Técnico/a,"24.065.168,78","1.686.791,38","22.378.377,40","5.011.739,00","5.011.739,00","3.048.540,39",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100203,1073869,FUNCIONARIO_204,2019,RENOVACION DE CONTRATO,Poder Judicial,Auxiliar jurisdiccional,"16.122.794,39","5.536.253,45","10.586.540,94","12.539.201,55","0,00","7.745.257,51",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100204,4555668,FUNCIONARIO_205,2018,ASUNCION AL CARGO,Ministerio de Educación y Ciencias,Supervisor/a,"12.830.375,34","0,00","12.830.375,34","2.430.448,84","0,00","963.554,05",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100205,3408630,FUNCIONARIO_206,2022,ASUNCION AL CARGO,Instituto de Previsión Social,Enfermero/a,"4.735.317,83","652.779,17","4.082.538,66","2.850.243,18","2.850.243,18","1.649.115,85","1.521.814,59",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100206,4345647,FUNCIONARIO_207,2018,ASUNCION AL CARGO,Ministerio de Economía y Finanzas,Director/a,"52.800.363,26","10.723.566,08","42.076.797,18","9.450.635,70","9.450.635,70","6.209.389,33","3.632.331,68",Muestra didáctica inspirada en campos visibles de DJBR públicas
